Unnamed: 0,score,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline,pipelineDataset,paradigm,evaluation,pipeline_category,ITR
2859,0.58,29.751593,100.0,,24,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,21.171711279807646
2860,0.94,22.746386,100.0,,25,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,94.64743984813525
2861,0.99,73.94982,100.0,,25,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2862,0.9,15.475711,100.0,,25,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,82.35048938031619
2863,0.84,25.2604,100.0,,25,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,66.72578671464294
2864,0.81,22.5936,100.0,,25,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,59.84313989874499
2865,0.93,87.01742,100.0,,25,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,91.38773844295777
2866,0.3,8.814521,100.0,,25,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,0.5541210158698773
2867,0.78,33.216534,100.0,,25,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,53.46844481276281
2868,0.96,25.499502,100.0,,26,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,101.65855865332433
2869,0.99,98.32601,100.0,,26,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2870,0.59,13.598962,100.0,,26,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,22.419894356790124
2871,0.86,33.715427,100.0,,26,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,71.63198629537094
2872,0.98,25.287752,100.0,,26,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,109.61161244662537
2873,1.0,98.185104,100.0,,26,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2874,0.8,15.8812065,100.0,,26,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,57.664764298104394
2875,0.85,34.34933,100.0,,26,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,69.14491921052557
2876,0.99,25.165354,100.0,,27,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,114.20143434581263
2877,1.0,98.669685,100.0,,27,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2878,0.92,17.131762,100.0,,27,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,88.26142858440208
2879,0.81,29.607405,100.0,,27,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,59.84313989874499
2880,0.98,25.97403,100.0,,27,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,109.61161244662537
2881,0.99,98.70754,100.0,,27,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2882,0.96,16.167334,100.0,,27,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,101.65855865332433
2883,0.93,33.9658,100.0,,27,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,91.38773844295777
2884,0.75,19.57177,100.0,,28,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,47.548875021634686
2885,0.94,97.38451,100.0,,28,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,94.64743984813525
2886,0.38,12.974459,100.0,,28,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,3.556873639595022
2887,0.42,12.775695,100.0,,28,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,5.956071272884538
2888,0.89,25.490004,100.0,,28,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,79.54429000536868
2889,0.83,97.65114,100.0,,28,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,64.37109576799104
2890,0.52,14.630894,100.0,,28,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,14.422347819518597
2891,0.43,16.156647,100.0,,28,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,6.645380244601267
2892,0.99,25.292734,100.0,,29,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,114.20143434581263
2893,0.99,98.133255,100.0,,29,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2894,0.95,16.507736,100.0,,29,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,98.06129507087914
2895,0.71,22.3931,100.0,,29,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,40.2983777070876
2896,0.94,25.465322,100.0,,29,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,94.64743984813525
2897,0.97,71.4255,100.0,,29,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,105.48355602880734
2898,0.82,15.724308,100.0,,29,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,62.0777822485147
2899,0.44,16.167675,100.0,,29,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,7.370008702445818
2900,0.99,25.25736,100.0,,30,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,114.20143434581263
2901,1.0,98.569595,100.0,,30,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2902,0.95,16.528492,100.0,,30,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,98.06129507087914
2903,0.88,33.81088,100.0,,30,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,76.82661807756583
2904,0.77,20.386173,100.0,,30,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,51.44683927725579
2905,1.0,99.15816,100.0,,30,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2906,0.96,17.126795,100.0,,30,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,101.65855865332433
2907,0.86,29.8278,100.0,,30,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,71.63198629537094
2908,1.0,25.018902,100.0,,31,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,120.0
2909,1.0,98.490265,100.0,,31,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2910,1.0,16.695988,100.0,,31,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,120.0
2911,1.0,33.83039,100.0,,31,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,120.0
2912,1.0,25.30332,100.0,,31,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,120.0
2913,1.0,99.00817,100.0,,31,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2914,1.0,17.67557,100.0,,31,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,120.0
2915,0.98,33.67605,100.0,,31,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,109.61161244662537
2916,0.75,19.753256,100.0,,32,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,47.548875021634686
2917,0.98,81.689606,100.0,,32,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,109.61161244662537
2918,0.78,17.533714,100.0,,32,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,53.46844481276281
2919,0.86,34.76963,100.0,,32,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,71.63198629537094
2920,0.61,12.783429,100.0,,32,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,25.02390457281971
2921,0.99,98.44571,100.0,,32,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2922,0.24,5.9815316,100.0,,32,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,0.02329320404395485
2923,0.51,27.153574,100.0,,32,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,13.419415973629416
2924,0.9,25.410526,100.0,,33,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,82.35048938031619
2925,0.94,96.88563,100.0,,33,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,94.64743984813525
2926,0.32,6.1571054,100.0,,33,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,1.0706425071072134
2927,0.32,13.523486,100.0,,33,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,1.0706425071072134
2928,0.95,25.474491,100.0,,33,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,98.06129507087914
2929,0.92,98.9118,100.0,,33,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,88.26142858440208
2930,0.27,5.9368386,100.0,,33,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,0.09076429592282054
2931,0.35,12.232698,100.0,,33,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,2.1423791493454436
2932,0.52,19.58877,100.0,,34,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,14.422347819518597
2933,0.82,84.38672,100.0,,34,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,62.0777822485147
2934,0.3,9.683885,100.0,,34,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,0.5541210158698773
2935,0.49,15.724015,100.0,,34,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,11.517460972764031
2936,0.65,20.522923,100.0,,34,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,30.67170416232626
2937,0.8,88.75586,100.0,,34,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,57.664764298104394
2938,0.5,16.838778,100.0,,34,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,12.451124978365318
2939,0.58,33.206326,100.0,,34,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,21.171711279807646
2940,0.93,25.416183,100.0,,35,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,91.38773844295777
2941,0.99,98.10132,100.0,,35,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2942,0.4,13.497246,100.0,,35,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,4.6843143067582504
2943,0.74,25.907639,100.0,,35,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,45.66980263919289
2944,0.58,15.91435,100.0,,35,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,21.171711279807646
2945,0.98,96.80979,100.0,,35,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,109.61161244662537
2946,0.25,6.018817,100.0,,35,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,0.0
2947,0.41,11.260705,100.0,,35,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,5.302299349001642
2948,1.0,25.71028,100.0,,36,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,120.0
2949,1.0,98.37383,100.0,,36,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2950,1.0,16.482399,100.0,,36,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,120.0
2951,1.0,33.915726,100.0,,36,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,120.0
2952,1.0,26.05967,100.0,,36,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,120.0
2953,1.0,96.8936,100.0,,36,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2954,1.0,17.158337,100.0,,36,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,120.0
2955,0.94,28.481804,100.0,,36,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,94.64743984813525
2956,0.99,25.666096,100.0,,37,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,114.20143434581263
2957,0.98,61.103806,100.0,,37,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,109.61161244662537
2958,0.94,16.934639,100.0,,37,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,94.64743984813525
2959,0.8,142.43822,100.0,,37,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,57.664764298104394
2960,0.99,25.286877,100.0,,37,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,114.20143434581263
2961,0.99,77.518166,100.0,,37,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2962,0.99,17.427895,100.0,,37,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,114.20143434581263
2963,0.88,142.17072,100.0,,37,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,76.82661807756583
2964,1.0,26.058256,100.0,,38,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,120.0
2965,1.0,98.38013,100.0,,38,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2966,0.4,8.526049,100.0,,38,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,4.6843143067582504
2967,0.85,33.868053,100.0,,38,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,69.14491921052557
2968,1.0,24.83773,100.0,,38,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,120.0
2969,0.99,98.14116,100.0,,38,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2970,0.25,6.042301,100.0,,38,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,0.0
2971,0.8,33.259632,100.0,,38,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,57.664764298104394
2972,0.97,25.47228,100.0,,39,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,105.48355602880734
2973,0.98,97.79104,100.0,,39,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,109.61161244662537
2974,0.43,10.147931,100.0,,39,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,6.645380244601267
2975,0.77,128.15607,100.0,,39,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,51.44683927725579
2976,0.98,25.56534,100.0,,39,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,109.61161244662537
2977,1.0,97.959915,100.0,,39,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2978,0.9,16.991108,100.0,,39,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,82.35048938031619
2979,0.68,122.75765,100.0,,39,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,35.30583252268417
2980,0.63,15.557392,100.0,,40,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,27.773506922766376
2981,0.88,88.01538,100.0,,40,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,76.82661807756583
2982,0.3,9.247088,100.0,,40,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,0.5541210158698773
2983,0.51,11.57898,100.0,,40,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,13.419415973629416
2984,0.71,16.021156,100.0,,40,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,40.2983777070876
2985,1.0,98.45036,100.0,,40,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2986,0.34,8.380447,100.0,,40,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,1.7463626730604176
2987,0.6,22.640364,100.0,,40,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,23.703864315412115
2988,0.98,25.369673,100.0,,41,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,109.61161244662537
2989,1.0,85.325516,100.0,,41,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
2990,0.59,10.397808,100.0,,41,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,22.419894356790124
2991,0.91,33.821114,100.0,,41,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,85.25301347225958
2992,0.98,24.858156,100.0,,41,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,109.61161244662537
2993,0.99,97.148834,100.0,,41,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2994,0.93,17.426725,100.0,,41,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,91.38773844295777
2995,0.9,21.10263,100.0,,41,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,82.35048938031619
2996,1.0,26.016342,100.0,,42,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,120.0
2997,0.99,97.19924,100.0,,42,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,114.20143434581263
2998,0.95,17.37509,100.0,,42,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,98.06129507087914
2999,0.65,21.382687,100.0,,42,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,30.67170416232626
3000,0.42,15.438242,100.0,,42,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,5.956071272884538
3001,0.54,38.05811,100.0,,42,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,16.53232865088254
3002,0.26,10.267256,100.0,,42,1,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,0.0228826184235853
3003,0.29,18.502743,100.0,,42,1,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,0.3573226889144898
3004,1.0,25.950294,100.0,,43,0,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,120.0
3005,1.0,98.710655,100.0,,43,0,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
3006,0.97,16.936872,100.0,,43,0,62,2,Lee2019-SSVEP,EEGNet-8.2,Lee2019-SSVEP||EEGNet-8.2,SSVEP,WithinSession,Deep Learning,105.48355602880734
3007,0.81,25.605947,100.0,,43,0,62,2,Lee2019-SSVEP,ShallowConvNet,Lee2019-SSVEP||ShallowConvNet,SSVEP,WithinSession,Deep Learning,59.84313989874499
3008,0.94,23.18449,100.0,,43,1,62,2,Lee2019-SSVEP,EEGITNet,Lee2019-SSVEP||EEGITNet,SSVEP,WithinSession,Deep Learning,94.64743984813525
3009,1.0,99.15855,100.0,,43,1,62,2,Lee2019-SSVEP,EEGNeX,Lee2019-SSVEP||EEGNeX,SSVEP,WithinSession,Deep Learning,120.0
