,std_zscore,time,session,dataset,pipeline,paradigm
197,0.02383013239160335,10.528747150000001,session_0,Zhou2016,DeepConvNet,MotorImagery_rf
198,0.03931188110264459,4.52888145,session_0,Zhou2016,CSP + SVM,MotorImagery_rf
199,0.02110112065747309,0.7274933874999999,session_0,Zhou2016,TS + EL,MotorImagery_rf
200,0.02617124615353149,0.19215777875,session_0,Zhou2016,FgMDM,MotorImagery_rf
201,0.028069584712282724,0.8010170175,session_0,Zhou2016,TS + SVM,MotorImagery_rf
202,0.04394344048584118,0.04853204475,session_0,Zhou2016,MDM,MotorImagery_rf
203,0.035660902843406075,0.13877276025,session_0,Zhou2016,DLCSPauto + shLDA,MotorImagery_rf
204,0.018012285436768746,0.057682728,session_0,Zhou2016,TS + LR,MotorImagery_rf
205,0.031235644641778536,0.13560575125000002,session_0,Zhou2016,CSP + LDA,MotorImagery_rf
206,0.031645697006630606,0.7273913175,session_0,Zhou2016,FBCSP + SVM,MotorImagery_rf
207,0.01000742916197116,107.4240975,session_0,Zhou2016,ACM + TS + SVM,MotorImagery_rf
208,0.0410576903418308,11.622763500000001,session_1,Zhou2016,"EEGNet-8,2",MotorImagery_rf
209,0.2012774632088552,15.409676249999999,session_1,Zhou2016,EEGTCNet,MotorImagery_rf
210,0.2087021751878541,13.385252750000001,session_1,Zhou2016,EEGITNet,MotorImagery_rf
211,0.19797672842963288,21.588612500000004,session_1,Zhou2016,EEGNeX,MotorImagery_rf
212,0.022632355006509983,14.51962175,session_1,Zhou2016,ShallowConvNet,MotorImagery_rf
213,0.04863890187432308,10.38771125,session_1,Zhou2016,DeepConvNet,MotorImagery_rf
214,0.034640113538666736,4.3378855,session_1,Zhou2016,CSP + SVM,MotorImagery_rf
215,0.03440713737219024,0.8510396675,session_1,Zhou2016,TS + EL,MotorImagery_rf
216,0.025648770667945207,0.2858603375,session_1,Zhou2016,FgMDM,MotorImagery_rf
217,0.029846715779293594,0.7968821549999999,session_1,Zhou2016,TS + SVM,MotorImagery_rf
218,0.0375453165664443,0.0819416765,session_1,Zhou2016,MDM,MotorImagery_rf
219,0.029060392154973722,0.14165891325,session_1,Zhou2016,DLCSPauto + shLDA,MotorImagery_rf
220,0.028890499968501335,0.115218104,session_1,Zhou2016,TS + LR,MotorImagery_rf
221,0.02888897076199623,0.04710911575,session_1,Zhou2016,CSP + LDA,MotorImagery_rf
222,0.0503345297613501,0.6900156975,session_1,Zhou2016,FBCSP + SVM,MotorImagery_rf
223,0.039088264826000176,105.97430349999999,session_1,Zhou2016,ACM + TS + SVM,MotorImagery_rf
224,0.016155494421402586,11.203069249999999,session_2,Zhou2016,"EEGNet-8,2",MotorImagery_rf
225,0.1673648708660215,14.460793,session_2,Zhou2016,EEGTCNet,MotorImagery_rf
226,0.1568247429457482,11.79909425,session_2,Zhou2016,EEGITNet,MotorImagery_rf
227,0.1794233819768205,24.050150625,session_2,Zhou2016,EEGNeX,MotorImagery_rf
228,0.013955285736956488,20.576997,session_2,Zhou2016,ShallowConvNet,MotorImagery_rf
229,0.015771810295585886,10.629023675000001,session_2,Zhou2016,DeepConvNet,MotorImagery_rf
230,0.019519221295942326,4.404150100000001,session_2,Zhou2016,CSP + SVM,MotorImagery_rf
231,0.022466641938658976,0.676724305,session_2,Zhou2016,TS + EL,MotorImagery_rf
232,0.026622359023948546,0.229539377,session_2,Zhou2016,FgMDM,MotorImagery_rf
233,0.026884010117540078,0.770455685,session_2,Zhou2016,TS + SVM,MotorImagery_rf
234,0.04518849411077989,0.05590914525,session_2,Zhou2016,MDM,MotorImagery_rf
235,0.028508770580296564,0.042068256250000005,session_2,Zhou2016,DLCSPauto + shLDA,MotorImagery_rf
236,0.02481934729198342,0.07417326,session_2,Zhou2016,TS + LR,MotorImagery_rf
237,0.01967231557290422,0.194305565,session_2,Zhou2016,CSP + LDA,MotorImagery_rf
238,0.017168284713390044,0.7149793,session_2,Zhou2016,FBCSP + SVM,MotorImagery_rf
239,0.021189620100416244,105.56388849999999,session_2,Zhou2016,ACM + TS + SVM,MotorImagery_rf
