,score,time,session,dataset,pipeline,paradigm
116,0.1567462226326579,10.067529,session_4,BNCI2014-004,EEGITNet,LeftRightImagery
117,0.1903347521134169,14.418586666666666,session_4,BNCI2014-004,EEGNeX,LeftRightImagery
118,0.17273593902091428,8.120561888888888,session_4,BNCI2014-004,ShallowConvNet,LeftRightImagery
119,0.19041927967299344,10.097000922222223,session_4,BNCI2014-004,DeepConvNet,LeftRightImagery
120,0.12416082800869996,1.7928683222222221,session_4,BNCI2014-004,FgMDM,LeftRightImagery
121,0.1275042824164334,1.16624781,session_4,BNCI2014-004,TS + LR,LeftRightImagery
122,0.13525486911176962,1.069704593,session_4,BNCI2014-004,MDM,LeftRightImagery
123,0.1266728355816897,1.6132482000000001,session_4,BNCI2014-004,TS + SVM,LeftRightImagery
124,0.13176001197551435,1.6896970215555556,session_4,BNCI2014-004,TRCSP + LDA,LeftRightImagery
125,0.12558997618693468,7.485386511111112,session_4,BNCI2014-004,CSP + SVM,LeftRightImagery
126,0.13272573740098437,0.8903345157777777,session_4,BNCI2014-004,CSP + LDA,LeftRightImagery
127,0.13290743619333975,0.842461857111111,session_4,BNCI2014-004,LogVar + LDA,LeftRightImagery
128,0.13804282816360916,1.8592116411111113,session_4,BNCI2014-004,LogVar + SVM,LeftRightImagery
129,0.12750070939118527,1.7371139811111111,session_4,BNCI2014-004,TS + EL,LeftRightImagery
130,0.13385112838748184,0.5716074766666667,session_4,BNCI2014-004,DLCSPauto + shLDA,LeftRightImagery
131,0.1274849287978875,0.845618541111111,session_4,BNCI2014-004,FBCSP + SVM,FilterBankMotorImagery
132,0.11851397131395738,24.714498,session_4,BNCI2014-004,ACM + TS + SVM,LeftRightImagery
133,0.12632075571243664,27.139749538461537,session_0,Cho2017,EEGTCNet,LeftRightImagery
134,0.16343293642734374,22.314706884615383,session_0,Cho2017,"EEGNet-8,2",LeftRightImagery
135,0.1290778648780795,60.08802442307692,session_0,Cho2017,DeepConvNet,LeftRightImagery
136,0.10595039091725433,49.56457763461539,session_0,Cho2017,EEGNeX,LeftRightImagery
137,0.12206647320737574,26.596911269230773,session_0,Cho2017,EEGITNet,LeftRightImagery
138,0.14537921645286586,3.884574095846153,session_0,Cho2017,CSP + LDA,LeftRightImagery
139,0.14194972321422614,12.687089688461539,session_0,Cho2017,TS + SVM,LeftRightImagery
140,0.14210818930590685,13.766507201923075,session_0,Cho2017,TS + EL,LeftRightImagery
141,0.1424767725092773,20.833295817307693,session_0,Cho2017,CSP + SVM,LeftRightImagery
