,std_zscore,time,session,dataset,pipeline,paradigm
119,0.04626374913427271,6.4885704125,session_1,Zhou2016,DLCSPauto + shLDA,MotorImagery_all
120,0.052198610195890394,61.27035575,session_1,Zhou2016,CSP + SVM,MotorImagery_all
121,0.03126694832526772,33.7608254,session_1,Zhou2016,TS + LR,MotorImagery_all
122,0.04776494734884596,194.647910125,session_1,Zhou2016,TS + EL,MotorImagery_all
123,0.039584702972321424,33.639338724999995,session_1,Zhou2016,FgMDM,MotorImagery_all
124,0.05100039606169395,15.811914545,session_1,Zhou2016,MDM,MotorImagery_all
125,0.026411537733938,22.686725075,session_1,Zhou2016,TS + SVM,MotorImagery_all
126,0.032733019200233325,1.791363875,session_1,Zhou2016,FBCSP + SVM,MotorImagery_all
127,0.010145628163637678,196.17869000000002,session_1,Zhou2016,ACM + TS + SVM,MotorImagery_all
128,0.014529655497980274,19.243813250000002,session_2,Zhou2016,"EEGNet-8,2",MotorImagery_all
129,0.019075869428271636,12.830280250000001,session_2,Zhou2016,EEGTCNet,MotorImagery_all
130,0.09122622637037066,15.69423375,session_2,Zhou2016,EEGITNet,MotorImagery_all
131,0.10572500645017205,35.327372249999996,session_2,Zhou2016,EEGNeX,MotorImagery_all
132,0.01666666100000052,26.83882975,session_2,Zhou2016,ShallowConvNet,MotorImagery_all
133,0.06605973498365769,11.847748375,session_2,Zhou2016,DeepConvNet,MotorImagery_all
134,0.02333330000000089,5.7605798425,session_2,Zhou2016,CSP + LDA,MotorImagery_all
135,0.03144661790682801,4.205345545,session_2,Zhou2016,DLCSPauto + shLDA,MotorImagery_all
136,0.02466442613698678,43.727397749999994,session_2,Zhou2016,CSP + SVM,MotorImagery_all
137,0.029580412437976225,4.84534798,session_2,Zhou2016,TS + LR,MotorImagery_all
138,0.03068659384269755,12.730946275,session_2,Zhou2016,TS + EL,MotorImagery_all
139,0.04027680818756482,15.7036452,session_2,Zhou2016,FgMDM,MotorImagery_all
140,0.02803768916814722,4.165697025,session_2,Zhou2016,MDM,MotorImagery_all
141,0.028480021164952265,87.308005575,session_2,Zhou2016,TS + SVM,MotorImagery_all
142,0.00866024682096432,1.88756585,session_2,Zhou2016,FBCSP + SVM,MotorImagery_all
143,0.028674403994591185,197.08518500000002,session_2,Zhou2016,ACM + TS + SVM,MotorImagery_all
